Food_Item,Category,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Meal_Type,Water_Intake (ml),Weight_per_Unit_g,fiber_g,sugar_g,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg_detailed,zinc_mg,vitamin_a_mcg,vitamin_b1_mg,vitamin_b2_mg,vitamin_b3_mg,vitamin_b6_mg,vitamin_b12_mcg,vitamin_c_mg,vitamin_d_mcg,vitamin_e_mg,vitamin_k_mcg,folate_mcg,saturated_fat_g,monounsaturated_fat_g,polyunsaturated_fat_g,trans_fat_g,cholesterol_mg_detailed,omega_3_g,omega_6_g
Chicken Piccata (1 serving),Meal/Meat,350,30.0,10.0,20.0,1.0,2.0,600,90,Dinner,250,100.0,1.0,0.0,7.0,0.88,0.0,0.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,33.0,0.0,0.0
Angel Hair Pasta (1 cup),Grain,200,7.0,42.0,1.0,2.0,1.0,1,0,Dinner,0,240.0,8.64,0.0,0.0,9.432,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.7415999999999999,13.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olive Oil (1 tbsp),Condiment,120,0.0,0.0,14.0,0.0,0.0,0,0,Dinner,0,15.0,0.0,0.0,0.15,0.084,0.0,0.0,0.15,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1319999999999997,3.9,0.0,2.328,10.263,1.4203499999999998,0.0,0.0,0.0,0.0
Garlic (1 clove),Vegetable,4,0.2,0.9,0.0,0.1,0.0,1,0,Dinner,0,100.0,0.0,0.0,667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salami (3 slices),Protein/Processed,110,6.0,1.0,9.0,0.0,0.5,500,30,Snack,0,40.0,0.0,0.0,0.0,0.516,0.0,0.0,0.0,644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.28,0.0,0.0,0.0,42.800000000000004,0.0,0.0
Provolone Cheese (1 slice),Dairy,100,7.0,1.0,8.0,0.0,0.5,250,20,Snack,0,40.0,0.0,0.0,300.0,0.0,0.0,0.0,28.400000000000002,242.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.16,0.0,0.0,0.0,28.400000000000002,0.0,0.0
Ginger Ale (1 can),Beverage,124,0.0,32.0,0.0,0.0,31.0,40,0,Snack,355,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shrimp Scampi (1 cup),Meal/Seafood,380,22.0,40.0,15.0,3.0,3.0,750,140,Dinner,0,240.0,0.48,0.0,172.79999999999998,1.2,64.8,667.1999999999999,374.4,403.2,2.76,280.8,0.0672,0.05279999999999999,4.62,0.49439999999999995,0.0,9.12,0.24,6.816,108.24,48.0,10.233600000000001,13.7952,2.6808,0.0,369.59999999999997,0.0,0.0
Tiramisu (1 slice),Dessert,450,7.0,42.0,28.0,2.0,25.0,150,180,Snack,250,40.0,0.24,0.0,26.0,0.44800000000000006,6.4,43.6,60.0,69.2,0.256,74.0,0.0388,0.09920000000000001,0.35960000000000003,0.022000000000000002,0.0,0.44000000000000006,0.24,0.284,0.68,8.0,5.313600000000001,2.1704000000000003,0.5276,0.0,48.400000000000006,0.0,0.0
Cereal Bar (Fruit),Snack/Processed,140,2.0,30.0,3.0,1.0,15.0,110,0,Breakfast,250,100.0,7.1,0.0,429.0,3.86,0.0,0.0,100.0,286.0,2.14,0.0,0.0,0.146,1.71,0.229,0.0,0.0,0.0,0.0,0.0,46.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0
Veal Parmesan (1 serving),Meal/Meat,550,40.0,30.0,30.0,4.0,7.0,1100,130,Dinner,250,100.0,0.5,0.0,14.0,1.05,24.0,142.0,211.0,147.0,1.16,43.0,0.099,0.267,5.331,0.401,0.0,1.4,0.5,0.58,16.7,17.0,3.586,3.194,0.485,0.0,55.0,0.0,0.0
Spaghetti (side),Grain,100,3.5,21.0,0.5,1.0,0.5,0,0,Dinner,0,100.0,3.6,0.0,0.0,3.21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.455,7.14,0.0,0.0,0.0,0.0,0.0,0.0,214.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0
Hot Chocolate (1 cup),Beverage,200,3.0,30.0,8.0,2.0,25.0,160,10,Snack,240,240.0,11.52,0.0,0.0,8.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.04,0.0,0.0,0.0,0.0,11.424,0.0,0.0,0.0,0.0,0.0,0.0
Coconut Shrimp (5 pcs),Meal/Seafood,320,10.0,25.0,20.0,3.0,8.0,600,80,Dinner,0,100.0,0.4,0.0,58.0,0.41,25.0,239.0,184.0,502.0,1.01,53.0,0.021,0.025,1.806,0.157,0.0,2.9,0.1,1.52,1.4,18.0,0.247,0.172,0.28,0.0,119.0,0.0,0.0
Sweet Chili Sauce (2 tbsp),Condiment,70,0.0,17.0,0.0,0.5,16.0,450,0,Dinner,0,15.0,0.39,0.0,0.0,0.138,0.0,0.0,0.0,111.6,0.0,27.75,0.0,0.0,0.0,0.0,0.0,0.46499999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White Wine (5 oz glass),Beverage,121,0.1,3.8,0.0,0.0,1.4,5,0,Dinner,0,141.8,0.0,0.0,12.762,0.3828600000000001,14.180000000000001,25.524,100.67800000000001,7.090000000000001,0.17016,0.0,0.007090000000000001,0.02127,0.153144,0.0709,0.0,0.0,0.0,0.0,0.5672,1.4180000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trail Mix (1/4 cup),Snack/Processed,190,5.0,20.0,12.0,3.0,14.0,50,0,Snack,250,60.0,3.6599999999999997,0.0,64.2,1.926,0.0,0.0,0.0,100.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,2.142,0.0,0.0,0.0,0.0,0.0,0.0
Onion Rings (6 rings),Snack/Processed,280,4.0,30.0,16.0,3.0,4.0,500,0,Snack,0,100.0,2.4,0.0,47.0,1.69,0.0,0.0,0.0,635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,0.0,0.0,0.0,0.0,0.0,0.0
Poached Egg (1 large),Protein,72,6.3,0.4,4.8,0.0,0.4,140,185,Breakfast,0,200.0,0.0,0.0,96.0,3.34,22.0,368.0,264.0,258.0,2.48,360.0,0.124,0.796,0.0,0.12,0.0,0.0,5.0,2.1,0.6,106.0,6.4,7.26,3.64,0.0,822.0,0.0,0.0
Canadian Bacon (2 slices),Protein/Meat,80,12.0,1.0,3.0,0.0,1.0,650,40,Breakfast,0,350.0,0.0,0.0,0.0,2.24,0.0,0.0,0.0,4060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.115,0.0,0.0,0.0,126.0,0.0,0.0
Eggs Benedict (1 serving),Meal/Protein,600,25.0,30.0,40.0,3.0,4.0,1100,450,Breakfast,250,100.0,0.6,0.0,58.0,1.56,15.0,185.0,325.0,468.0,1.19,232.0,0.264,0.241,3.198,0.124,0.0,1.4,1.4,1.14,3.5,41.0,10.251,6.146,2.036,0.0,271.0,0.0,0.0
Hollandaise Sauce (2 tbsp),Condiment,110,1.0,0.5,12.0,0.0,0.2,150,50,Breakfast,0,15.0,0.0,0.0,7.8,0.129,0.44999999999999996,19.65,8.549999999999999,49.35,0.111,85.35,0.0072,0.01815,0.00225,0.0141,0.0,0.585,0.285,0.2565,0.66,5.7,4.53435,2.0493,0.41624999999999995,0.0,69.89999999999999,0.0,0.0
Spinach Artichoke Dip (1/4 cup),Snack/Processed,160,5.0,6.0,14.0,2.0,2.0,350,30,Snack,0,60.0,2.16,0.0,214.2,1.5419999999999998,0.0,0.0,300.0,428.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,32.4,0.0,0.0
Tortilla Chips (1 oz),Snack/Processed,140,2.0,19.0,7.0,2.0,0.5,120,0,Snack,0,28.4,2.0163999999999995,0.0,20.163999999999998,0.7298799999999999,0.0,0.0,0.0,106.49999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01388,0.0,0.0,0.0,0.0,0.0,0.0
Chicken Kebab (2 skewers),Meal/Meat,280,30.0,8.0,14.0,3.0,4.0,500,85,Dinner,250,100.0,0.0,0.0,60.0,1.8,0.0,0.0,240.0,740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bell Peppers & Onions (sautéed),Vegetable,60,1.5,10.0,2.0,3.0,6.0,30,0,Dinner,0,100.0,0.942,0.0,7.5,0.186,9.0,16.8,163.0,0.0,0.126,0.0,0.0391,0.0888,0.636,0.247,0.0,99.5,0.0,0.0,0.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hummus Wrap (large),Meal/Vegetarian,450,15.0,60.0,18.0,12.0,5.0,800,0,Lunch,500,200.0,11.0,0.0,94.0,5.08,150.0,362.0,624.0,852.0,2.88,2.0,0.32,0.254,2.04,0.292,0.0,0.0,0.0,3.08,45.6,96.0,5.12,10.68,17.62,0.024,0.0,1.422,16.12
Kombucha (1 cup),Beverage,30,0.0,7.0,0.0,0.0,6.0,10,0,Snack,240,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beef Stroganoff (1.5 cups),Meal/Pasta,550,30.0,40.0,28.0,4.0,6.0,900,100,Dinner,0,240.0,1.68,0.0,96.0,2.256,36.0,285.59999999999997,504.0,1099.2,4.392,76.8,0.1392,0.22799999999999998,7.308,0.34559999999999996,0.0,1.44,0.24,1.92,20.16,26.4,8.2584,6.806399999999999,4.6655999999999995,0.0,84.0,0.0,0.0
Egg Noodles (1 cup cooked),Grain,220,8.0,40.0,3.0,2.0,2.0,20,50,Dinner,0,240.0,0.0,0.0,86.39999999999999,3.096,0.0,0.0,0.0,43.199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.4,0.0,0.0
Cottage Cheese (1 cup low fat),Dairy,160,28.0,6.0,2.5,0.0,4.0,820,10,Lunch,250,240.0,0.0,0.0,211.2,0.0,0.0,0.0,254.39999999999998,1041.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4399999999999995,0.0,0.0,0.0,52.8,0.0,0.0
Tomato (1 medium sliced),Vegetable,22,1.1,4.8,0.2,1.5,3.2,6,0,Lunch,0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black Pepper (1 tsp),Condiment,6,0.2,1.5,0.1,0.6,0.0,0,0,Lunch,0,100.0,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chocolate Pudding (1/2 cup),Dessert,150,2.0,28.0,4.0,2.0,22.0,130,2,Snack,0,120.0,0.0,0.0,459.59999999999997,0.9239999999999999,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mackerel (3oz cooked),Protein/Fish,175,16.0,0.0,12.0,0.0,0.0,75,65,Dinner,0,85.1,0.0,0.0,60.421,1.6424299999999998,0.0,0.0,0.0,440.818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.08,0.0,0.0
Collard Greens (1 cup cooked),Vegetable,60,5.0,10.0,1.0,7.0,1.0,40,0,Dinner,0,240.0,8.4,0.0,283.2,0.0,0.0,0.0,0.0,43.199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.71999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ham (3oz deli sliced),Protein/Meat,110,16.0,2.0,4.0,0.0,1.5,950,45,Lunch,0,85.1,0.0,0.0,6.808,0.7148399999999999,17.02,234.876,315.721,977.799,1.5658400000000001,11.062999999999999,0.36252599999999996,0.162541,5.152805,0.349761,0.0,0.0,0.5956999999999999,0.18722,0.0,0.851,1.093535,1.4866970000000002,0.46719900000000003,0.0,45.954,0.0,0.0
Swiss Cheese (1 slice),Dairy,106,7.6,1.0,8.0,0.0,0.4,54,26,Lunch,0,40.0,0.0,0.0,348.0,0.0,0.0,0.0,0.0,78.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.96,0.0,0.0,0.0,34.800000000000004,0.0,0.0
Rye Bread (1 slice),Grain,83,2.7,15.5,1.1,1.9,1.2,170,0,Lunch,0,40.0,1.32,0.0,53.2,0.48,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.045200000000000004,0.532,0.0,0.0,1.6,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Potato Leek Soup (1 cup),Meal/Vegetable,180,4.0,25.0,7.0,3.0,4.0,650,15,Lunch,250,240.0,12.96,0.0,907.1999999999999,0.0,0.0,0.0,0.0,3120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,3.24,0.0,0.0,0.0,0.0,0.0,0.0
Brie Cheese (1 oz),Dairy,95,6.0,0.1,7.9,0.0,0.1,178,28,Snack,0,28.4,0.0,0.0,52.25599999999999,0.142,5.68,53.391999999999996,43.168,178.636,0.6759199999999999,49.416,0.019880000000000002,0.14768,0.10791999999999999,0.06674,0.0,0.0,0.142,0.06815999999999998,0.6531999999999999,18.459999999999997,4.944439999999999,2.275692,0.23458399999999996,0.0,28.4,0.0,0.0
Water Cracker (5 crackers),Grain/Processed,70,1.5,12.0,1.5,0.5,0.0,150,0,Snack,0,100.0,7.1,0.0,0.0,0.0,20.0,100.0,99.0,571.0,0.65,0.0,0.111,0.037,1.154,0.041,0.0,0.0,0.0,0.29,1.8,24.0,0.0,4.043,2.457,0.0,0.0,0.0,0.0
Grapefruit (1/2 medium),Fruit,52,1.1,13.2,0.2,2.0,8.5,0,0,Breakfast,0,150.0,2.25,0.0,33.0,0.0,0.0,0.0,202.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Veggie Straws (1 oz),Snack/Processed,130,1.0,17.0,7.0,1.0,1.0,220,0,Snack,0,28.4,1.0224,0.0,0.0,0.0,0.0,0.0,0.0,315.23999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5083599999999999,5.083599999999999,0.0,0.0,0.0,0.0,0.0
Fish Tacos (2 tacos),Meal/Fish,420,25.0,40.0,18.0,6.0,5.0,700,60,Dinner,500,100.0,2.6,0.0,36.0,16.3,0.0,0.0,208.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,36.0,0.0,0.0
Cabbage Slaw (side),Vegetable,60,1.0,8.0,3.0,2.0,5.0,120,5,Dinner,0,100.0,1.9,0.0,35.0,0.54,16.0,57.0,233.0,295.0,0.33,82.0,0.065,0.095,0.551,0.142,0.0,59.5,0.0,0.86,81.6,47.0,1.245,1.694,4.426,0.0,9.0,0.0,0.0
Lime (juice of 1),Condiment,11,0.2,3.7,0.0,0.4,0.7,1,0,Dinner,0,100.0,0.8,0.0,39.0,1.34,20.0,145.0,143.0,79.0,1.25,110.0,0.097,0.267,0.131,0.062,0.0,5.0,1.5,0.84,0.8,36.0,2.727,6.946,3.871,0.0,250.0,0.0,0.0
Beer (12 oz light),Beverage,103,0.9,5.8,0.0,0.0,0.3,10,0,Snack,355,340.2,0.0,0.0,13.607999999999999,0.06803999999999999,20.412,47.62799999999999,91.85399999999998,13.607999999999999,0.034019999999999995,0.0,0.017009999999999997,0.08505,1.745226,0.156492,0.0,0.0,0.0,0.0,0.0,20.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danish (Cheese 1 medium),Dessert,340,7.0,38.0,18.0,2.0,16.0,300,55,Breakfast,250,150.0,1.6500000000000001,0.0,0.0,3.2249999999999996,0.0,0.0,0.0,391.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.450000000000003,0.0,0.0,1.6350000000000002,106.5,0.0,0.0
Kefir (Plain 1 cup),Beverage/Dairy,104,10.0,10.0,2.5,0.0,9.0,100,10,Breakfast,240,240.0,0.0,0.0,297.59999999999997,0.096,28.799999999999997,240.0,381.59999999999997,91.2,1.08,417.59999999999997,0.072,0.41279999999999994,0.3072,0.14159999999999998,0.0,1.92,2.4,0.096,1.44,43.199999999999996,1.4304,0.6863999999999999,0.1128,0.0,12.0,0.0,0.0
Gnocchi (1 cup),Meal/Pasta,210,4.5,45.0,1.5,3.0,2.0,480,0,Dinner,0,240.0,6.0,0.0,0.0,0.72,0.0,0.0,0.0,1240.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pesto Sauce (1/4 cup),Condiment,260,5.0,4.0,26.0,2.0,1.0,550,5,Dinner,0,60.0,0.6,0.0,124.19999999999999,1.122,36.6,138.0,119.39999999999999,592.8,1.248,54.6,0.0462,0.072,0.5622,0.052199999999999996,0.0,2.16,0.06,6.378,57.3,11.4,6.183599999999999,19.959,6.042599999999999,0.0,9.6,0.0,0.0
Pine Nuts (1 tbsp),Nut,95,2.0,2.0,10.0,0.5,0.5,0,0,Dinner,0,15.0,0.555,0.0,2.4,0.8295,37.65,86.25,89.55,0.3,0.9675,0.15,0.054599999999999996,0.03405,0.6580499999999999,0.0141,0.0,0.12,0.0,1.3995,8.084999999999999,5.1,0.73485,2.8146,5.11065,0.0,0.0,0.0,0.0
Chai Latte (12 oz),Beverage,190,7.0,32.0,4.0,1.0,30.0,105,15,Snack,355,340.2,0.0,0.0,486.48599999999993,0.0,0.0,0.0,0.0,4388.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.89579999999999,0.0,0.0,0.0,0.0,0.0,0.0
Manicotti (2 shells cheese),Meal/Pasta,380,20.0,35.0,18.0,4.0,7.0,650,60,Dinner,0,100.0,0.6,0.0,203.0,1.48,19.0,187.0,156.0,443.0,1.06,104.0,0.187,0.304,1.36,0.073,0.0,0.0,0.5,0.35,0.8,33.0,5.009,2.271,0.657,0.0,80.0,0.0,0.0
Italian Sausage (1 link),Protein/Meat,200,12.0,3.0,16.0,0.0,1.0,550,50,Dinner,0,45.0,0.0,0.0,5.4,0.5805,8.55,65.25,139.5,344.7,1.0845,9.9,0.1395,0.1089,2.5785000000000005,0.15435000000000001,0.0,0.0,0.45,0.36000000000000004,0.0,0.0,4.117500000000001,5.22,2.232,0.0,36.0,0.0,0.0
Jicama (1 cup sticks),Vegetable,46,0.9,10.6,0.1,5.8,2.1,5,0,Snack,0,240.0,11.76,0.0,28.799999999999997,1.44,28.799999999999997,43.199999999999996,360.0,9.6,0.384,2.4,0.048,0.0696,0.48,0.1008,0.0,48.48,0.0,1.104,0.72,28.799999999999997,0.0504,0.012,0.10319999999999999,0.0,0.0,0.0,0.0
Chili Powder (1 tsp),Condiment,8,0.3,1.4,0.4,0.9,0.2,10,0,Snack,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ants on a Log (4 pcs),Snack,180,6.0,12.0,12.0,3.0,7.0,120,0,Snack,250,100.0,1.3,0.0,25.0,2.66,0.0,0.0,114.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.59,0.0,0.0,0.0,70.0,0.0,0.0
Split Pea Soup (1 cup),Meal/Legume,180,11.0,30.0,2.0,10.0,6.0,700,5,Lunch,250,240.0,10.56,0.0,43.199999999999996,1.896,0.0,0.0,0.0,633.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ham & Cheese Croissant,Meal/Processed,400,15.0,35.0,22.0,2.0,6.0,750,60,Breakfast,250,100.0,0.9,0.0,95.0,1.4,17.0,221.0,179.0,711.0,1.43,146.0,0.34,0.2,2.1,0.15,0.66,0.1,0.8,0.76,2.1,42.0,5.16,4.74,1.48,0.0,140.0,0.0,0.0
Espresso (double shot),Beverage,5,0.5,0.0,0.1,0.0,0.0,1,0,Breakfast,60,100.0,0.0,0.0,2.0,0.13,80.0,7.0,115.0,14.0,0.05,0.0,0.001,0.177,5.207,0.002,0.0,0.2,0.0,0.01,0.1,1.0,0.092,0.0,0.092,0.0,0.0,0.0,0.0
Ricotta Cheese (1/4 cup),Dairy,85,5.5,2.5,6.0,0.0,1.0,50,24,Dinner,0,60.0,0.0,0.0,145.2,0.348,0.0,0.0,0.0,72.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87,0.0,0.0,0.0,24.0,0.0,0.0
Chicken & Rice Soup (1 can),Meal/Processed,130,7.0,18.0,3.0,2.0,2.0,850,15,Lunch,250,350.0,2.8000000000000003,0.0,28.0,0.525,0.0,0.0,815.5,927.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
Salt (1/4 tsp),Condiment,0,0.0,0.0,0.0,0.0,0.0,580,0,Dinner,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guava,Fruit,68,2.6,14.3,0.9,5.4,8.9,3,0,Snack,0,100.0,5.2,0.0,20.0,0.55,0.0,0.0,278.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
Club Sandwich,Meal/Processed,580,35.0,40.0,30.0,5.0,7.0,1300,95,Lunch,500,100.0,2.4,0.0,79.0,1.76,38.0,231.0,315.0,765.0,1.51,1.0,0.328,0.213,6.212,0.308,0.0,0.1,0.2,0.3,2.5,34.0,2.207,2.733,1.785,0.0,31.0,0.0,0.0
Pickle (1 whole dill),Vegetable,17,0.8,3.7,0.2,1.5,1.7,1200,0,Snack,0,100.0,1.0,0.0,54.0,0.23,7.0,16.0,112.0,808.0,0.11,4.0,0.047,0.057,0.109,0.034,0.0,2.1,0.0,0.12,16.8,8.0,0.079,0.005,0.122,0.0,0.0,0.0,0.0
Turkey Chili (1 cup),Meal/Meat,250,22.0,25.0,7.0,8.0,6.0,750,50,Dinner,250,240.0,5.76,0.0,146.4,1.752,0.0,0.0,0.0,583.1999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,52.8,0.0,0.0
Sour Cream (2 tbsp),Condiment/Dairy,60,0.8,1.3,5.8,0.0,0.8,25,12,Dinner,0,15.0,0.0,0.0,19.95,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.755,0.0,0.0,0.0,10.049999999999999,0.0,0.0
Shredded Cheese (Cheddar 1/4 cup),Dairy,115,7.0,1.0,9.5,0.0,0.5,180,30,Dinner,0,60.0,0.0,0.0,0.0,0.216,0.0,0.0,53.4,364.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.839999999999998,0.0,0.0,0.0,53.4,0.0,0.0
Matcha Latte (12 oz),Beverage,180,6.0,28.0,5.0,2.0,25.0,90,20,Snack,355,340.2,130.97699999999998,0.0,3640.14,26.161379999999998,0.0,0.0,0.0,2878.0919999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chocolate Donut (1 medium),Dessert,300,4.0,35.0,17.0,2.0,18.0,230,20,Breakfast,0,150.0,0.0,0.0,48.0,5.265,0.0,0.0,502.5,658.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.209999999999999,0.0,0.0,0.0,0.0,0.0,0.0
Tuna Melt,Meal/Processed,450,25.0,32.0,25.0,3.0,4.0,900,50,Lunch,250,100.0,2.3,0.0,457.0,0.0,53.0,382.0,714.0,286.0,1.77,107.0,0.113,0.817,3.301,0.168,0.0,57.1,0.1,6.43,12.2,55.0,2.236,0.968,0.194,0.0,0.0,0.0,0.0
Apple Cider (1 cup),Beverage,117,0.1,29.0,0.3,0.5,27.0,10,0,Snack,240,240.0,0.48,0.0,19.2,0.288,12.0,16.8,242.39999999999998,9.6,0.048,0.0,0.0504,0.0408,0.1752,0.043199999999999995,0.0,2.16,0.0,0.024,0.0,0.0,0.05279999999999999,0.0144,0.0936,0.0,0.0,0.0,0.0
Beef Burrito (large),Meal/Processed,650,30.0,70.0,28.0,10.0,5.0,1400,70,Dinner,500,200.0,4.0,0.0,242.0,5.58,40.0,394.0,330.0,908.0,4.52,22.0,0.61,0.464,8.11,0.314,0.0,0.0,0.0,0.14,9.4,114.0,8.622,6.8,3.032,0.0,60.0,0.0,0.0
Pico de Gallo (1/4 cup),Condiment,15,0.5,3.0,0.0,1.0,2.0,200,0,Dinner,0,60.0,0.72,0.0,14.399999999999999,0.252,0.0,0.0,0.0,3.5999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corn Tortilla (1 medium),Grain,52,1.4,11.2,0.7,1.5,0.2,4,0,Dinner,0,150.0,5.4,0.0,106.5,3.8549999999999995,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
